Country,Year,Score
Canada,2023,76.04678356164399
Canada,2024,76.4337249315068
Canada,2025,75.79018630136991
Jordan,2006,26.0
Jordan,2007,26.0
Jordan,2008,26.0
Jordan,2009,26.0
Jordan,2010,25.333333333333517
Jordan,2011,24.666666666666487
Jordan,2012,24.0
Jordan,2013,24.166666666666487
Jordan,2014,24.333333333333517
Jordan,2015,24.5
Jordan,2016,17.5798
Jordan,2017,19.8542
Jordan,2018,20.9148
Jordan,2019,19.5886
Jordan,2020,19.269799999999996
Jordan,2021,16.9988
Jordan,2022,14.505400000000002
Jordan,2023,17.614309589041305
Jordan,2024,16.6102071232875
Jordan,2025,18.779384657534305
Sweden,2006,77.0
Sweden,2007,75.5
Sweden,2008,74.0
Sweden,2009,72.5
Sweden,2010,70.33333333333351
Sweden,2011,68.16666666666649
Sweden,2012,66.0
Sweden,2013,68.33333333333351
Sweden,2014,70.66666666666649
Sweden,2015,73.0
Sweden,2016,68.7480000000001
Sweden,2017,69.53159999999988
Sweden,2018,70.13759999999999
Sweden,2019,69.612
Sweden,2020,68.8174
Sweden,2021,68.1828
Sweden,2022,67.24180000000001
Sweden,2023,69.2296547945204
Sweden,2024,71.6783035616437
Sweden,2025,72.09615232876729
South Korea,2006,96.0
South Korea,2007,95.83333333333348
South Korea,2008,95.66666666666652
South Korea,2009,95.5
South Korea,2010,95.83333333333348
South Korea,2011,96.16666666666652
South Korea,2012,96.5
South Korea,2013,92.5
South Korea,2014,88.5
South Korea,2015,84.5
South Korea,2016,72.19519999999991
South Korea,2017,73.93240000000009
South Korea,2018,74.4014
South Korea,2019,75.77539999999999
South Korea,2020,76.2864
South Korea,2021,76.9598
South Korea,2022,77.22059999999999
South Korea,2023,75.67966027397259
South Korea,2024,77.1009819178083
South Korea,2025,76.633383561644
Malaysia,2006,35.5
Malaysia,2007,34.0
Malaysia,2008,33.0
Malaysia,2009,31.5
Malaysia,2010,31.5
Malaysia,2011,31.5
Malaysia,2012,31.5
Malaysia,2013,36.0
Malaysia,2014,40.5
Malaysia,2015,45.0
Malaysia,2016,34.5182
Malaysia,2017,34.5968
Malaysia,2018,36.337
Malaysia,2019,35.7642
Malaysia,2020,34.4208
Malaysia,2021,33.1158
Malaysia,2022,31.5578
Malaysia,2023,35.787246575342394
Malaysia,2024,38.627726027397394
Malaysia,2025,38.7139254794521
