STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,AUX_OBS_STATUS,Aux observation status,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,BASE_PER,Base year,DECIMALS,Decimals
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,OECD,OECD,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2017,,2.388461278,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,OECD,OECD,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2016,,2.348017309,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,OECD,OECD,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2015,,2.346136884,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2013,,1.969155847,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2012,,1.951842963,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2011,,1.896544679,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2010,,1.855076394,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2009,,1.852123921,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2008,,1.775296387,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2007,,1.700097997,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2006,,1.69843123,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2005,,1.67827241,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2023,,2.128978936,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2022,,2.110718176,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2021,,2.120360032,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2020,,2.163077003,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2019,,2.091670187,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2018,,2.057690589,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2017,,2.01663257,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2016,,1.97891569,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2015,,1.993923731,,E,Estimated value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ZAF,South Africa,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2014,,0.709866385,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ZAF,South Africa,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2013,,0.6632988,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ZAF,South Africa,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2012,,0.669339361,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ZAF,South Africa,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2011,,0.667534817,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ZAF,South Africa,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2010,,0.662839289,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ZAF,South Africa,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2009,,0.749927097,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ZAF,South Africa,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2008,,0.805666934,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ZAF,South Africa,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2007,,0.79364456,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ZAF,South Africa,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2006,,0.802907217,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ZAF,South Africa,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2005,,0.770235621,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ZAF,South Africa,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2022,,0.614792318,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ZAF,South Africa,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2021,,0.613901412,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ZAF,South Africa,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2020,,0.602962012,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ZAF,South Africa,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2019,,0.61304171,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ZAF,South Africa,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2018,,0.685859821,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ZAF,South Africa,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2017,,0.762566739,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ZAF,South Africa,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2016,,0.749922679,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,FRA,France,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2013,,2.233688191,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,FRA,France,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2012,,2.227617501,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,FRA,France,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2011,,2.187605273,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,FRA,France,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2010,,2.177715247,,B,Time series break,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,FRA,France,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2009,,2.212729997,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,FRA,France,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2008,,2.063634623,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,FRA,France,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2007,,2.028152442,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,FRA,France,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2006,,2.053304654,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,FRA,France,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2005,,2.055996776,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,FRA,France,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2023,,2.18694599,,P,Provisional value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,FRA,France,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2022,,2.21937257,,P,Provisional value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,FRA,France,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2021,,2.2127829,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,FRA,France,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2020,,2.274201474,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,FRA,France,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2019,,2.196680397,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,FRA,France,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2018,,2.204068095,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,FRA,France,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2017,,2.204216425,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,FRA,France,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2016,,2.224683926,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,FRA,France,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2015,,2.224012693,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,NOR,Norway,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2014,,1.703691217,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,NOR,Norway,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2013,,1.642158536,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,NOR,Norway,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2012,,1.610532329,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,NOR,Norway,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2011,,1.617136945,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,NOR,Norway,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2010,,1.641203047,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,NOR,Norway,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2009,,1.716780505,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,NOR,Norway,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2008,,1.545561155,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,NOR,Norway,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2007,,1.557944457,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,NOR,Norway,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2006,,1.449720006,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,NOR,Norway,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2005,,1.477153403,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,NOR,Norway,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2023,,1.852998122,,P,Provisional value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,NOR,Norway,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2022,,1.550807819,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,NOR,Norway,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2021,,1.887638193,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,NOR,Norway,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2020,,2.244362754,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,NOR,Norway,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2019,,2.135995154,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,NOR,Norway,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2018,,2.034823201,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,NOR,Norway,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2017,,2.081674868,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,NOR,Norway,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2016,,2.032865485,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,LTU,Lithuania,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2014,,1.034951016,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,LTU,Lithuania,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2013,,0.953219425,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,LTU,Lithuania,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2012,,0.897602678,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,LTU,Lithuania,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2011,,0.909978827,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,LTU,Lithuania,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2010,,0.793791557,,,,,,,,,,,,0,Units,,,2,Two
