Date,concert,cinema,museum,book,theater,Country
2015-08-01,1,42,5,72,15,Brazil
2015-09-01,1,41,6,74,15,Brazil
2015-10-01,1,47,6,64,14,Brazil
2015-11-01,1,42,6,68,14,Brazil
2015-12-01,1,47,8,54,9,Brazil
2016-01-01,1,63,7,53,10,Brazil
2016-02-01,1,57,5,63,11,Brazil
2016-03-01,1,52,5,67,13,Brazil
2016-04-01,1,49,6,72,13,Brazil
2016-05-01,1,50,6,69,14,Brazil
2016-06-01,1,54,6,70,12,Brazil
2016-07-01,1,69,7,56,13,Brazil
2016-08-01,1,43,7,60,11,Brazil
2016-09-01,1,39,6,68,14,Brazil
2016-10-01,1,45,6,61,14,Brazil
2016-11-01,1,41,6,67,12,Brazil
2016-12-01,1,49,5,54,8,Brazil
2017-01-01,1,67,7,51,10,Brazil
2017-02-01,1,60,5,58,10,Brazil
2017-03-01,2,60,6,68,14,Brazil
2017-04-01,1,66,6,70,13,Brazil
2017-05-01,1,44,6,63,13,Brazil
2017-06-01,1,52,6,62,13,Brazil
2017-07-01,1,65,8,51,13,Brazil
2017-08-01,1,41,6,64,13,Brazil
2017-09-01,1,47,8,64,13,Brazil
2017-10-01,1,45,8,61,13,Brazil
2017-11-01,1,45,6,59,12,Brazil
2017-12-01,1,53,5,48,8,Brazil
2018-01-01,1,60,6,49,9,Brazil
2018-02-01,1,55,5,58,9,Brazil
2018-03-01,1,42,6,63,12,Brazil
2018-04-01,1,52,6,70,12,Brazil
2018-05-01,1,54,6,64,12,Brazil
2018-06-01,1,39,5,57,11,Brazil
2018-07-01,1,60,7,53,12,Brazil
2018-08-01,1,35,6,69,13,Brazil
2018-09-01,1,43,23,61,12,Brazil
2018-10-01,1,39,7,56,11,Brazil
2018-11-01,1,46,6,66,11,Brazil
2018-12-01,2,50,6,57,8,Brazil
2019-01-01,2,65,7,50,8,Brazil
2019-02-01,2,40,6,56,9,Brazil
2019-03-01,1,52,7,61,12,Brazil
2019-04-01,1,76,7,66,12,Brazil
2019-05-01,2,62,7,61,12,Brazil
2019-06-01,1,53,8,56,11,Brazil
2019-07-01,1,87,9,50,10,Brazil
2019-08-01,1,43,7,62,12,Brazil
2019-09-01,2,39,7,65,12,Brazil
2019-10-01,1,49,7,55,11,Brazil
2019-11-01,1,44,18,55,11,Brazil
2019-12-01,1,41,7,47,7,Brazil
2020-01-01,1,63,8,50,7,Brazil
2020-02-01,1,45,6,55,9,Brazil
2020-03-01,1,19,4,59,6,Brazil
2020-04-01,1,6,3,61,3,Brazil
2020-05-01,1,7,4,63,4,Brazil
2020-06-01,2,8,4,61,4,Brazil
2020-07-01,2,7,3,59,4,Brazil
2020-08-01,1,7,5,55,5,Brazil
2020-09-01,1,8,4,56,5,Brazil
2020-10-01,1,11,4,48,5,Brazil
2020-11-01,1,13,4,48,5,Brazil
2020-12-01,1,12,4,45,4,Brazil
2021-01-01,1,12,4,48,3,Brazil
2021-02-01,1,12,4,50,3,Brazil
2021-03-01,1,7,4,56,4,Brazil
2021-04-01,1,8,3,59,4,Brazil
2021-05-01,1,12,4,56,5,Brazil
2021-06-01,1,23,5,58,5,Brazil
2021-07-01,2,28,5,47,4,Brazil
2021-08-01,1,19,5,53,8,Brazil
2021-09-01,2,19,5,54,7,Brazil
2021-10-01,1,26,6,52,8,Brazil
2021-11-01,2,30,5,54,8,Brazil
2021-12-01,2,46,5,47,6,Brazil
2022-01-01,1,34,6,56,4,Brazil
2022-02-01,2,25,5,57,6,Brazil
2022-03-01,2,28,6,65,8,Brazil
2022-04-01,2,31,7,67,9,Brazil
2022-05-01,2,35,7,64,9,Brazil
2022-06-01,2,31,7,59,9,Brazil
2022-07-01,2,41,8,57,8,Brazil
2022-08-01,1,25,6,61,10,Brazil
2022-09-01,1,34,11,62,10,Brazil
2022-10-01,1,27,8,56,8,Brazil
2022-11-01,1,28,7,61,9,Brazil
2022-12-01,2,31,6,52,6,Brazil
2023-01-01,2,39,9,53,6,Brazil
2023-02-01,2,40,7,57,7,Brazil
2023-03-01,2,28,8,67,10,Brazil
2023-04-01,2,38,8,64,9,Brazil
2023-05-01,2,45,8,62,9,Brazil
2023-06-01,2,40,8,60,9,Brazil
2023-07-01,2,69,10,54,10,Brazil
2023-08-01,2,31,8,62,10,Brazil
2023-09-01,2,34,8,65,10,Brazil
2023-10-01,2,40,8,60,9,Brazil
2023-11-01,2,31,7,57,8,Brazil
2023-12-01,2,31,6,52,6,Brazil
2024-01-01,2,41,8,55,6,Brazil
2024-02-01,2,43,6,62,7,Brazil
2024-03-01,2,35,7,66,9,Brazil
2024-04-01,2,28,8,70,9,Brazil
2024-05-01,2,34,8,63,9,Brazil
2024-06-01,2,59,8,63,9,Brazil
2024-07-01,1,55,10,56,9,Brazil
2024-08-01,1,36,8,66,10,Brazil
2024-09-01,1,29,7,67,10,Brazil
2024-10-01,2,33,7,60,8,Brazil
2024-11-01,2,36,7,61,8,Brazil
2024-12-01,2,38,6,54,6,Brazil
2025-01-01,2,39,7,57,7,Brazil
2025-02-01,2,31,6,59,6,Brazil
2025-03-01,2,28,6,66,8,Brazil
2025-04-01,2,29,7,67,8,Brazil
2025-05-01,2,31,7,64,8,Brazil
2004-01-01,4,65,3,57,23,Türkiye
2004-02-01,5,62,2,56,21,Türkiye
2004-03-01,4,51,2,61,25,Türkiye
2004-04-01,4,50,3,62,25,Türkiye
2004-05-01,7,56,3,55,20,Türkiye
2004-06-01,7,49,2,44,11,Türkiye
2004-07-01,7,43,1,33,8,Türkiye
2004-08-01,5,46,2,36,8,Türkiye
2004-09-01,5,48,2,43,13,Türkiye
2004-10-01,6,51,3,62,18,Türkiye
2004-11-01,4,65,2,53,19,Türkiye
2004-12-01,5,54,2,58,18,Türkiye
2005-01-01,6,61,2,54,15,Türkiye
2005-02-01,6,51,2,56,18,Türkiye
2005-03-01,4,50,2,71,23,Türkiye
2005-04-01,5,43,2,55,17,Türkiye
2005-05-01,7,42,3,50,13,Türkiye
2005-06-01,8,38,2,35,9,Türkiye
2005-07-01,8,40,1,32,7,Türkiye
2005-08-01,7,38,1,33,7,Türkiye
2005-09-01,5,37,1,39,10,Türkiye
2005-10-01,4,37,2,47,16,Türkiye
2005-11-01,4,52,2,42,17,Türkiye
2005-12-01,4,62,2,44,16,Türkiye
2006-01-01,4,68,1,39,12,Türkiye
2006-02-01,4,71,2,41,18,Türkiye
2006-03-01,4,40,2,45,20,Türkiye
2006-04-01,4,37,2,38,18,Türkiye
2006-05-01,5,34,2,32,13,Türkiye
2006-06-01,6,30,1,25,7,Türkiye
2006-07-01,7,31,1,22,5,Türkiye
2006-08-01,6,31,1,22,5,Türkiye
2006-09-01,5,33,1,26,8,Türkiye
2006-10-01,4,41,1,38,14,Türkiye
2006-11-01,3,42,2,37,17,Türkiye
2006-12-01,3,40,2,36,15,Türkiye
2007-01-01,3,46,1,35,12,Türkiye
2007-02-01,3,44,1,32,13,Türkiye
2007-03-01,4,42,2,35,15,Türkiye
2007-04-01,3,34,2,30,12,Türkiye
2007-05-01,6,32,6,30,10,Türkiye
2007-06-01,6,30,1,22,6,Türkiye
2007-07-01,5,31,1,20,4,Türkiye
2007-08-01,6,34,1,22,4,Türkiye
2007-09-01,4,33,1,27,7,Türkiye
2007-10-01,4,36,1,35,12,Türkiye
2007-11-01,4,43,1,33,15,Türkiye
2007-12-01,3,54,1,31,11,Türkiye
2008-01-01,3,55,1,32,10,Türkiye
2008-02-01,4,62,1,28,11,Türkiye
2008-03-01,4,58,1,28,14,Türkiye
2008-04-01,5,41,3,29,12,Türkiye
2008-05-01,6,38,4,27,9,Türkiye
2008-06-01,6,41,1,19,5,Türkiye
2008-07-01,7,49,1,18,4,Türkiye
2008-08-01,7,52,1,18,4,Türkiye
2008-09-01,3,47,1,29,7,Türkiye
2008-10-01,4,56,2,32,10,Türkiye
2008-11-01,3,69,1,32,12,Türkiye
2008-12-01,3,91,1,29,9,Türkiye
2009-01-01,3,65,1,28,9,Türkiye
2009-02-01,3,73,2,28,11,Türkiye
2009-03-01,3,59,2,29,11,Türkiye
2009-04-01,4,60,4,29,9,Türkiye
2009-05-01,5,52,4,26,7,Türkiye
2009-06-01,5,53,1,21,4,Türkiye
2009-07-01,6,60,1,18,4,Türkiye
2009-08-01,4,55,1,20,3,Türkiye
2009-09-01,3,53,1,24,4,Türkiye
2009-10-01,4,64,1,35,9,Türkiye
2009-11-01,3,77,1,30,8,Türkiye
2009-12-01,3,74,1,34,9,Türkiye
2010-01-01,3,83,1,29,8,Türkiye
2010-02-01,3,72,2,30,9,Türkiye
2010-03-01,4,66,2,31,11,Türkiye
2010-04-01,4,56,2,31,9,Türkiye
2010-05-01,6,46,3,29,7,Türkiye
2010-06-01,5,46,1,21,4,Türkiye
2010-07-01,6,52,1,18,3,Türkiye
2010-08-01,4,49,1,18,3,Türkiye
2010-09-01,4,46,1,21,5,Türkiye
2010-10-01,4,51,1,32,9,Türkiye
2010-11-01,3,61,1,29,8,Türkiye
2010-12-01,3,55,1,31,8,Türkiye
2011-01-01,3,63,1,30,8,Türkiye
2011-02-01,3,64,1,28,9,Türkiye
2011-03-01,3,50,2,33,9,Türkiye
2011-04-01,4,47,2,30,9,Türkiye
2011-05-01,5,43,3,27,7,Türkiye
2011-06-01,5,42,1,20,4,Türkiye
2011-07-01,6,49,1,19,3,Türkiye
2011-08-01,3,54,1,21,3,Türkiye
2011-09-01,4,52,1,26,4,Türkiye
2011-10-01,3,53,1,34,8,Türkiye
2011-11-01,3,70,1,34,8,Türkiye
2011-12-01,3,69,1,32,9,Türkiye
2012-01-01,3,68,1,29,8,Türkiye
2012-02-01,3,74,1,31,9,Türkiye
2012-03-01,3,58,1,30,10,Türkiye
2012-04-01,4,45,2,29,8,Türkiye
2012-05-01,5,42,2,26,7,Türkiye
2012-06-01,7,43,1,19,3,Türkiye
2012-07-01,5,50,1,20,3,Türkiye
2012-08-01,3,47,1,19,3,Türkiye
2012-09-01,5,40,1,24,4,Türkiye
2012-10-01,4,39,1,30,6,Türkiye
2012-11-01,3,58,1,33,8,Türkiye
2012-12-01,3,54,1,31,7,Türkiye
2013-01-01,2,66,1,28,6,Türkiye
2013-02-01,4,61,2,30,8,Türkiye
2013-03-01,4,46,2,30,8,Türkiye
2013-04-01,4,40,1,32,7,Türkiye
2013-05-01,7,35,2,26,6,Türkiye
2013-06-01,4,35,1,20,3,Türkiye
2013-07-01,4,35,1,21,2,Türkiye
2013-08-01,4,40,1,20,2,Türkiye
2013-09-01,5,33,1,28,4,Türkiye
2013-10-01,4,45,1,34,6,Türkiye
2013-11-01,3,56,1,36,8,Türkiye
2013-12-01,3,73,1,33,8,Türkiye
2014-01-01,3,68,1,34,8,Türkiye
2014-02-01,3,87,1,31,7,Türkiye
2014-03-01,4,64,1,33,7,Türkiye
2014-04-01,3,51,1,32,8,Türkiye
2014-05-01,4,39,2,31,7,Türkiye
2014-06-01,4,39,1,23,3,Türkiye
2014-07-01,3,36,1,22,2,Türkiye
2014-08-01,5,38,1,22,2,Türkiye
2014-09-01,5,37,1,31,4,Türkiye
2014-10-01,4,59,1,35,6,Türkiye
2014-11-01,4,70,1,37,8,Türkiye
2014-12-01,3,71,1,36,8,Türkiye
2015-01-01,2,83,1,33,7,Türkiye
2015-02-01,3,74,1,36,7,Türkiye
2015-03-01,3,63,1,40,9,Türkiye
2015-04-01,4,60,1,36,8,Türkiye
2015-05-01,6,43,1,32,6,Türkiye
2015-06-01,4,36,1,26,3,Türkiye
2015-07-01,4,36,1,23,2,Türkiye
2015-08-01,4,38,1,24,3,Türkiye
2015-09-01,4,46,1,28,3,Türkiye
2015-10-01,3,55,1,44,6,Türkiye
2015-11-01,4,52,1,42,8,Türkiye
2015-12-01,3,73,1,43,8,Türkiye
2016-01-01,3,80,1,41,8,Türkiye
2016-02-01,3,73,1,41,8,Türkiye
2016-03-01,3,53,1,45,9,Türkiye
2016-04-01,3,41,1,38,8,Türkiye
2016-05-01,4,44,1,37,7,Türkiye
2016-06-01,3,37,1,31,4,Türkiye
2016-07-01,3,36,1,25,3,Türkiye
2016-08-01,4,41,1,28,3,Türkiye
2016-09-01,5,43,1,37,4,Türkiye
2016-10-01,5,55,1,46,7,Türkiye
2016-11-01,4,68,1,44,10,Türkiye
2016-12-01,3,68,1,41,8,Türkiye
2017-01-01,3,82,1,42,8,Türkiye
2017-02-01,4,93,1,46,9,Türkiye
2017-03-01,4,64,1,49,11,Türkiye
2017-04-01,4,63,1,43,9,Türkiye
2017-05-01,5,43,2,39,7,Türkiye
2017-06-01,4,47,1,32,3,Türkiye
2017-07-01,6,48,1,31,3,Türkiye
2017-08-01,6,46,1,31,3,Türkiye
2017-09-01,7,48,1,44,5,Türkiye
2017-10-01,7,63,1,54,9,Türkiye
2017-11-01,5,96,1,56,10,Türkiye
2017-12-01,5,89,1,50,9,Türkiye
2018-01-01,4,100,1,45,9,Türkiye
2018-02-01,5,71,1,52,10,Türkiye
2018-03-01,5,62,2,52,12,Türkiye
2018-04-01,6,54,2,49,10,Türkiye
2018-05-01,6,46,1,38,7,Türkiye
2018-06-01,5,46,1,33,3,Türkiye
2018-07-01,9,42,1,32,4,Türkiye
2018-08-01,9,46,1,34,4,Türkiye
2018-09-01,11,44,1,54,5,Türkiye
2018-10-01,8,65,2,61,9,Türkiye
2018-11-01,6,91,2,58,10,Türkiye
2018-12-01,6,77,1,56,10,Türkiye
2019-01-01,5,83,1,53,11,Türkiye
2019-02-01,6,67,2,64,11,Türkiye
2019-03-01,8,49,2,68,13,Türkiye
2019-04-01,8,49,2,52,11,Türkiye
2019-05-01,7,36,2,46,8,Türkiye
2019-06-01,9,43,2,39,4,Türkiye
2019-07-01,11,41,2,40,5,Türkiye
2019-08-01,14,46,2,42,6,Türkiye
2019-09-01,13,40,2,64,7,Türkiye
2019-10-01,11,94,2,68,11,Türkiye
2019-11-01,8,89,2,62,12,Türkiye
2019-12-01,7,70,2,58,11,Türkiye
2020-01-01,6,88,2,54,11,Türkiye
2020-02-01,7,64,2,64,10,Türkiye
2020-03-01,4,28,2,58,6,Türkiye
2020-04-01,2,14,3,67,4,Türkiye
2020-05-01,2,11,2,56,3,Türkiye
2020-06-01,2,9,2,41,3,Türkiye
2020-07-01,3,10,3,37,2,Türkiye
2020-08-01,4,11,2,41,3,Türkiye
2020-09-01,2,11,1,55,3,Türkiye
2020-10-01,2,11,1,61,3,Türkiye
2020-11-01,1,10,1,50,3,Türkiye
2020-12-01,1,8,1,58,2,Türkiye
2021-01-01,1,8,1,59,2,Türkiye
2021-02-01,1,6,1,49,3,Türkiye
2021-03-01,1,6,1,50,5,Türkiye
2021-04-01,1,6,1,46,4,Türkiye
2021-05-01,1,6,2,42,3,Türkiye
2021-06-01,3,8,2,37,3,Türkiye
2021-07-01,14,28,3,32,5,Türkiye
2021-08-01,19,22,2,35,5,Türkiye
2021-09-01,17,19,2,53,5,Türkiye
2021-10-01,16,25,2,56,6,Türkiye
2021-11-01,11,26,2,48,7,Türkiye
2021-12-01,8,40,2,47,7,Türkiye
2022-01-01,8,51,2,53,8,Türkiye
2022-02-01,11,41,2,58,9,Türkiye
2022-03-01,12,68,2,59,13,Türkiye
2022-04-01,10,30,2,46,9,Türkiye
2022-05-01,28,33,3,43,10,Türkiye
2022-06-01,21,24,3,37,6,Türkiye
2022-07-01,21,30,4,36,5,Türkiye
2022-08-01,27,22,3,36,5,Türkiye
2022-09-01,21,21,3,53,5,Türkiye
2022-10-01,20,30,3,59,8,Türkiye
2022-11-01,10,40,3,47,12,Türkiye
2022-12-01,9,49,2,52,9,Türkiye
2023-01-01,9,63,3,47,9,Türkiye
2023-02-01,4,38,2,41,5,Türkiye
2023-03-01,7,27,2,45,8,Türkiye
2023-04-01,8,27,3,36,8,Türkiye
2023-05-01,16,30,3,37,8,Türkiye
2023-06-01,18,31,3,35,6,Türkiye
2023-07-01,22,50,5,33,5,Türkiye
2023-08-01,28,32,4,34,5,Türkiye
2023-09-01,23,27,3,48,6,Türkiye
2023-10-01,21,30,4,60,8,Türkiye
2023-11-01,11,51,3,49,10,Türkiye
2023-12-01,10,49,2,47,9,Türkiye
2024-01-01,8,82,3,47,10,Türkiye
2024-02-01,11,48,3,48,10,Türkiye
2024-03-01,12,29,3,48,10,Türkiye
2024-04-01,13,29,4,38,9,Türkiye
2024-05-01,21,25,3,36,13,Türkiye
2024-06-01,18,36,3,33,6,Türkiye
2024-07-01,17,37,4,31,6,Türkiye
2024-08-01,22,29,4,32,6,Türkiye
2024-09-01,18,24,3,49,6,Türkiye
2024-10-01,17,30,3,55,9,Türkiye
2024-11-01,13,41,3,49,10,Türkiye
2024-12-01,12,36,2,46,10,Türkiye
2025-01-01,10,48,3,42,10,Türkiye
2025-02-01,11,31,2,53,9,Türkiye
2025-03-01,9,20,2,46,8,Türkiye
2025-04-01,14,29,3,48,9,Türkiye
2025-05-01,17,23,3,44,9,Türkiye
2004-01-01,7,37,12,35,35,Poland
2004-02-01,9,47,11,32,38,Poland
2004-03-01,9,39,12,28,36,Poland
2004-04-01,9,26,13,27,29,Poland
2004-05-01,13,29,14,25,29,Poland
2004-06-01,11,33,11,30,21,Poland
2004-07-01,8,44,13,29,12,Poland
2004-08-01,8,36,15,32,13,Poland
2004-09-01,7,31,15,30,31,Poland
2004-10-01,7,35,17,29,39,Poland
2004-11-01,8,40,16,28,41,Poland
2004-12-01,8,33,12,31,30,Poland
2005-01-01,8,34,13,28,34,Poland
2005-02-01,10,42,14,29,38,Poland
2005-03-01,9,32,14,29,35,Poland
2005-04-01,8,26,14,26,29,Poland
2005-05-01,12,34,16,26,26,Poland
2005-06-01,11,33,15,28,22,Poland
2005-07-01,16,40,14,34,12,Poland
2005-08-01,18,38,15,28,14,Poland
2005-09-01,18,29,14,27,27,Poland
2005-10-01,9,36,14,27,36,Poland
2005-11-01,9,47,15,26,43,Poland
2005-12-01,8,35,12,30,31,Poland
2006-01-01,7,51,12,28,38,Poland
2006-02-01,9,63,13,31,41,Poland
2006-03-01,11,51,14,28,37,Poland
2006-04-01,8,35,14,30,25,Poland
2006-05-01,11,37,17,27,25,Poland
2006-06-01,11,31,13,25,19,Poland
2006-07-01,10,38,13,26,11,Poland
2006-08-01,12,42,14,27,15,Poland
2006-09-01,9,35,14,27,27,Poland
2006-10-01,8,40,14,28,37,Poland
2006-11-01,8,41,13,27,39,Poland
2006-12-01,7,36,11,28,27,Poland
2007-01-01,7,52,13,25,35,Poland
2007-02-01,10,61,14,25,38,Poland
2007-03-01,9,43,13,24,32,Poland
2007-04-01,11,30,12,22,26,Poland
2007-05-01,12,31,17,23,27,Poland
2007-06-01,18,38,12,22,18,Poland
2007-07-01,17,55,13,23,11,Poland
2007-08-01,11,44,14,22,15,Poland
2007-09-01,9,36,12,22,28,Poland
2007-10-01,9,39,11,22,35,Poland
2007-11-01,9,39,12,22,35,Poland
2007-12-01,10,37,9,23,26,Poland
2008-01-01,9,48,10,22,33,Poland
2008-02-01,9,67,11,19,33,Poland
2008-03-01,10,48,10,21,30,Poland
2008-04-01,9,38,14,21,30,Poland
2008-05-01,16,32,16,19,24,Poland
2008-06-01,14,30,11,20,17,Poland
2008-07-01,13,42,12,19,9,Poland
2008-08-01,13,46,12,18,11,Poland
2008-09-01,10,37,11,19,29,Poland
2008-10-01,10,46,11,20,36,Poland
2008-11-01,10,51,13,19,37,Poland
2008-12-01,8,41,9,22,28,Poland
2009-01-01,9,54,10,22,34,Poland
2009-02-01,12,60,11,22,35,Poland
2009-03-01,13,53,12,23,30,Poland
2009-04-01,11,33,13,22,23,Poland
2009-05-01,15,40,18,20,23,Poland
2009-06-01,17,44,13,19,18,Poland
2009-07-01,13,59,14,20,10,Poland
2009-08-01,23,56,15,20,13,Poland
2009-09-01,12,52,14,22,25,Poland
2009-10-01,12,56,13,21,34,Poland
2009-11-01,13,77,12,23,35,Poland
2009-12-01,10,60,10,26,25,Poland
2010-01-01,10,80,11,24,33,Poland
2010-02-01,12,77,12,24,34,Poland
2010-03-01,11,54,14,25,29,Poland
2010-04-01,10,42,14,22,21,Poland
2010-05-01,16,51,18,22,23,Poland
2010-06-01,14,50,13,21,17,Poland
2010-07-01,10,69,14,20,10,Poland
2010-08-01,13,65,15,21,12,Poland
2010-09-01,12,44,14,19,25,Poland
2010-10-01,11,52,13,19,31,Poland
2010-11-01,12,57,13,20,29,Poland
2010-12-01,10,44,8,21,21,Poland
2011-01-01,11,69,12,22,30,Poland
2011-02-01,11,74,14,21,32,Poland
2011-03-01,11,59,14,22,29,Poland
2011-04-01,11,44,14,20,23,Poland
2011-05-01,14,51,18,20,21,Poland
2011-06-01,16,51,13,19,17,Poland
2011-07-01,14,71,15,19,11,Poland
2011-08-01,13,60,14,19,12,Poland
2011-09-01,12,47,13,20,24,Poland
2011-10-01,11,61,12,22,31,Poland
2011-11-01,12,79,13,24,33,Poland
2011-12-01,11,57,10,25,24,Poland
2012-01-01,10,69,12,23,28,Poland
2012-02-01,10,72,12,22,29,Poland
2012-03-01,10,52,12,20,27,Poland
2012-04-01,10,45,12,19,21,Poland
2012-05-01,13,44,17,20,20,Poland
2012-06-01,11,40,12,18,15,Poland
2012-07-01,13,58,14,18,10,Poland
2012-08-01,13,59,14,18,12,Poland
2012-09-01,13,57,14,21,24,Poland
2012-10-01,11,54,11,21,26,Poland
2012-11-01,14,66,12,23,28,Poland
2012-12-01,11,56,10,23,23,Poland
2013-01-01,12,62,11,21,27,Poland
2013-02-01,14,68,11,20,28,Poland
2013-03-01,15,43,11,18,22,Poland
2013-04-01,12,43,14,19,22,Poland
2013-05-01,15,44,17,19,19,Poland
2013-06-01,16,39,13,18,15,Poland
2013-07-01,14,51,14,17,10,Poland
2013-08-01,14,55,15,18,12,Poland
2013-09-01,10,41,13,18,23,Poland
2013-10-01,10,47,12,21,27,Poland
2013-11-01,11,53,12,22,29,Poland
2013-12-01,11,52,9,24,23,Poland
2014-01-01,12,64,11,22,27,Poland
2014-02-01,11,64,12,20,28,Poland
2014-03-01,10,47,12,19,25,Poland
2014-04-01,12,36,13,19,18,Poland
2014-05-01,14,41,18,18,19,Poland
2014-06-01,14,40,13,19,15,Poland
2014-07-01,12,46,15,17,10,Poland
2014-08-01,14,51,16,18,11,Poland
2014-09-01,11,41,13,21,22,Poland
2014-10-01,11,55,14,20,26,Poland
2014-11-01,13,64,16,23,26,Poland
2014-12-01,12,58,12,25,22,Poland
2015-01-01,12,71,14,24,25,Poland
2015-02-01,12,86,15,24,28,Poland
2015-03-01,11,48,15,20,24,Poland
2015-04-01,10,38,15,20,19,Poland
2015-05-01,12,37,19,20,20,Poland
2015-06-01,13,39,14,19,15,Poland
2015-07-01,13,52,17,18,10,Poland
2015-08-01,14,45,16,18,11,Poland
2015-09-01,10,44,14,20,21,Poland
2015-10-01,12,53,13,20,27,Poland
2015-11-01,12,72,13,23,29,Poland
2015-12-01,12,56,11,27,22,Poland
2016-01-01,11,65,11,21,24,Poland
2016-02-01,10,84,14,20,26,Poland
2016-03-01,10,50,12,19,20,Poland
2016-04-01,11,37,15,18,21,Poland
2016-05-01,12,37,17,18,18,Poland
2016-06-01,12,36,12,18,13,Poland
2016-07-01,14,54,17,16,8,Poland
2016-08-01,13,53,17,17,10,Poland
2016-09-01,10,51,14,20,20,Poland
2016-10-01,13,65,12,20,25,Poland
2016-11-01,13,68,13,22,25,Poland
2016-12-01,11,51,10,25,20,Poland
2017-01-01,12,70,12,20,23,Poland
2017-02-01,10,86,13,20,25,Poland
2017-03-01,9,59,13,20,22,Poland
2017-04-01,9,45,15,19,17,Poland
2017-05-01,14,41,17,18,18,Poland
2017-06-01,16,48,14,17,14,Poland
2017-07-01,13,57,19,16,10,Poland
2017-08-01,11,51,18,15,10,Poland
2017-09-01,10,53,14,20,20,Poland
2017-10-01,10,67,13,19,25,Poland
2017-11-01,12,67,13,23,24,Poland
2017-12-01,11,58,10,25,20,Poland
2018-01-01,12,75,13,20,23,Poland
2018-02-01,10,91,14,22,24,Poland
2018-03-01,10,54,12,20,20,Poland
2018-04-01,10,35,14,17,17,Poland
2018-05-01,12,36,18,18,16,Poland
2018-06-01,13,39,14,17,14,Poland
2018-07-01,14,51,17,17,9,Poland
2018-08-01,15,54,18,17,10,Poland
2018-09-01,11,73,15,20,20,Poland
2018-10-01,12,87,12,21,23,Poland
2018-11-01,16,72,12,24,22,Poland
2018-12-01,15,61,10,25,20,Poland
2019-01-01,12,85,12,21,24,Poland
2019-02-01,11,100,16,20,24,Poland
2019-03-01,10,58,13,20,21,Poland
2019-04-01,9,44,15,19,15,Poland
2019-05-01,13,43,18,20,17,Poland
2019-06-01,16,37,13,17,11,Poland
2019-07-01,15,62,19,18,10,Poland
2019-08-01,16,61,21,18,11,Poland
2019-09-01,11,62,14,22,19,Poland
2019-10-01,11,64,14,23,23,Poland
2019-11-01,13,90,14,26,25,Poland
2019-12-01,13,71,11,28,21,Poland
2020-01-01,13,87,15,24,26,Poland
2020-02-01,12,92,16,24,24,Poland
2020-03-01,8,24,9,22,13,Poland
2020-04-01,7,6,6,23,6,Poland
2020-05-01,5,8,9,23,6,Poland
2020-06-01,4,12,10,21,6,Poland
2020-07-01,5,19,17,19,5,Poland
2020-08-01,7,19,19,20,5,Poland
2020-09-01,6,31,14,24,10,Poland
2020-10-01,4,21,8,22,8,Poland
2020-11-01,3,7,6,29,5,Poland
2020-12-01,4,6,6,30,5,Poland
2021-01-01,5,6,7,26,5,Poland
2021-02-01,5,22,13,22,12,Poland
2021-03-01,4,11,9,23,8,Poland
2021-04-01,5,4,7,22,4,Poland
2021-05-01,6,16,13,21,7,Poland
2021-06-01,10,30,13,17,9,Poland
2021-07-01,13,37,20,18,8,Poland
2021-08-01,17,41,23,19,9,Poland
2021-09-01,12,41,16,23,15,Poland
2021-10-01,13,51,13,23,18,Poland
2021-11-01,12,50,12,25,17,Poland
2021-12-01,11,39,9,27,13,Poland
2022-01-01,11,51,13,25,16,Poland
2022-02-01,9,50,16,24,18,Poland
2022-03-01,11,31,12,21,16,Poland
2022-04-01,12,31,14,20,14,Poland
2022-05-01,16,28,19,20,14,Poland
2022-06-01,21,27,15,18,11,Poland
2022-07-01,19,45,21,18,8,Poland
2022-08-01,20,34,22,20,9,Poland
2022-09-01,14,33,15,23,16,Poland
2022-10-01,15,50,15,23,19,Poland
2022-11-01,14,42,14,24,21,Poland
2022-12-01,15,37,11,25,17,Poland
2023-01-01,14,54,17,24,22,Poland
2023-02-01,13,57,19,23,21,Poland
2023-03-01,12,39,16,21,18,Poland
2023-04-01,13,28,16,20,15,Poland
2023-05-01,14,32,19,20,14,Poland
2023-06-01,23,31,17,20,12,Poland
2023-07-01,21,53,20,19,9,Poland
2023-08-01,25,47,22,21,9,Poland
2023-09-01,17,44,17,23,17,Poland
2023-10-01,14,52,15,22,19,Poland
2023-11-01,15,46,15,27,21,Poland
2023-12-01,16,38,11,27,18,Poland
2024-01-01,15,53,15,22,20,Poland
2024-02-01,15,62,19,21,22,Poland
2024-03-01,15,51,15,21,18,Poland
2024-04-01,14,32,17,19,16,Poland
2024-05-01,18,28,22,20,15,Poland
2024-06-01,23,33,19,18,12,Poland
2024-07-01,22,40,24,17,8,Poland
2024-08-01,24,40,25,19,10,Poland
2024-09-01,16,34,18,22,18,Poland
2024-10-01,15,39,17,21,20,Poland
2024-11-01,18,51,17,24,20,Poland
2024-12-01,21,39,13,27,18,Poland
2025-01-01,17,43,18,23,21,Poland
2025-02-01,21,46,19,21,20,Poland
2025-03-01,19,32,17,19,18,Poland
2025-04-01,14,28,15,18,13,Poland
2025-05-01,16,25,22,18,13,Poland
2004-01-01,2,16,2,50,3,India
2004-02-01,1,15,3,53,3,India
2004-03-01,1,14,3,51,2,India
