Country,Year,Score
Jordan,2023,16.3333333333333
Jordan,2024,17.1
Jordan,2025,16.76
Malaysia,2004,4.3
Malaysia,2005,4.75
Malaysia,2006,4.3
Malaysia,2007,4.11666666666667
Malaysia,2008,4.21666666666667
Malaysia,2009,5.88333333333333
Malaysia,2010,5.93333333333333
Malaysia,2011,8.21666666666667
Malaysia,2012,6.71666666666667
Malaysia,2013,6.36666666666667
Malaysia,2014,7.06666666666667
Malaysia,2015,7.81666666666667
Malaysia,2016,7.65
Malaysia,2017,7.16666666666667
Malaysia,2018,6.8
Malaysia,2019,7.38333333333333
Malaysia,2020,8.78333333333333
Malaysia,2021,14
Malaysia,2022,15.1
Malaysia,2023,15.2
Malaysia,2024,15.6666666666667
Malaysia,2025,16.08
Poland,2004,23.4166666666667
Poland,2005,23.6166666666667
Poland,2006,24.1
Poland,2007,23.1666666666667
Poland,2008,22.55
Poland,2009,25.4
Poland,2010,25.4666666666667
Poland,2011,26.2
Poland,2012,24.5333333333333
Poland,2013,23.2666666666667
Poland,2014,23.4666666666667
Poland,2015,24.4
Poland,2016,23.65
Poland,2017,24.5
Poland,2018,25.05
Poland,2019,26.3333333333333
Poland,2020,15.75
Poland,2021,16.7833333333333
Poland,2022,21.05
Poland,2023,23.0666666666667
Poland,2024,23.1166666666667
Poland,2025,21.44
South Korea,2004,8.86666666666667
South Korea,2005,7.65
South Korea,2006,6.43333333333333
South Korea,2007,5.91666666666667
South Korea,2008,5.73333333333333
South Korea,2009,5.5
South Korea,2010,9.7
South Korea,2011,10.1333333333333
South Korea,2012,10.5
South Korea,2013,10.5666666666667
South Korea,2014,12.0666666666667
South Korea,2015,13.6666666666667
South Korea,2016,12.8666666666667
South Korea,2017,14.0166666666667
South Korea,2018,15.95
South Korea,2019,20.7666666666667
South Korea,2020,15.3833333333333
South Korea,2021,10.9166666666667
South Korea,2022,10.2666666666667
South Korea,2023,8.9
South Korea,2024,7.85
South Korea,2025,8.48
Sweden,2004,19.0666666666667
Sweden,2005,19.0666666666667
Sweden,2006,19.6166666666667
Sweden,2007,18.4833333333333
Sweden,2008,18.25
Sweden,2009,20.5666666666667
Sweden,2010,19.45
Sweden,2011,20.1666666666667
Sweden,2012,20.1333333333333
Sweden,2013,20.6833333333333
Sweden,2014,21.05
Sweden,2015,23.3166666666667
Sweden,2016,24.5
Sweden,2017,26.6333333333333
Sweden,2018,28.2333333333333
Sweden,2019,28.55
Sweden,2020,18.8666666666667
Sweden,2021,19.9333333333333
Sweden,2022,26.1666666666667
Sweden,2023,28.5666666666667
Sweden,2024,27.9666666666667
Sweden,2025,26.96
Turkey,2004,25.9833333333333
Turkey,2005,22.7833333333333
Turkey,2006,18.7333333333333
Turkey,2007,16.7
Turkey,2008,19.3333333333333
Turkey,2009,20.35
Turkey,2010,19.2166666666667
Turkey,2011,18.8666666666667
Turkey,2012,17.95
Turkey,2013,17.2333333333333
Turkey,2014,19.2333333333333
Turkey,2015,19.8666666666667
Turkey,2016,20.45
Turkey,2017,24.3
Turkey,2018,24.95
Turkey,2019,26.7166666666667
Turkey,2020,17.1333333333333
Turkey,2021,15.3833333333333
Turkey,2022,22.45
Turkey,2023,21.1333333333333
Turkey,2024,21.3833333333333
Turkey,2025,20.12
United Kingdom,2004,32.2333333333333
United Kingdom,2005,31.4833333333333
United Kingdom,2006,30.8
United Kingdom,2007,31.4833333333333
United Kingdom,2008,31.0666666666667
United Kingdom,2009,30.0333333333333
United Kingdom,2010,25.9666666666667
United Kingdom,2011,28.25
United Kingdom,2012,26.9
United Kingdom,2013,26.0833333333333
United Kingdom,2014,25.5333333333333
United Kingdom,2015,27.1333333333333
United Kingdom,2016,27.1666666666667
United Kingdom,2017,27.2166666666667
United Kingdom,2018,27.35
United Kingdom,2019,27.6166666666667
United Kingdom,2020,18.5333333333333
United Kingdom,2021,23.3333333333333
United Kingdom,2022,26.6
United Kingdom,2023,26.6
United Kingdom,2024,27.1
United Kingdom,2025,26.16
